#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_v2        l2_rho_v3        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_v2      linf_rho_v3      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
     8300  1.01508234e+00  1.21920926e-04   6.91933680e-04   6.37629922e-02   6.37629922e-02   8.65913362e-02   5.87317080e-02   3.85127703e-03   1.57140772e-01   1.57140772e-01   2.72887745e-01   2.77074728e-01   5.24826831e-17   1.25016430e-01   1.78696429e+02  -1.06717404e+01   7.14285649e+01
     8400  1.02727303e+00  1.21893904e-04   6.53676513e-04   6.45185158e-02   6.45185158e-02   8.75337455e-02   5.33105887e-02   3.55614512e-03   1.58541661e-01   1.58541661e-01   2.76341210e-01   2.25347368e-01  -1.67359498e-17   1.25018376e-01   1.78696429e+02  -1.06717404e+01   7.14285641e+01
     8500  1.03946131e+00  1.21873258e-04   6.19718152e-04   6.52933178e-02   6.52933178e-02   8.84435251e-02   5.15491695e-02   3.17851210e-03   1.60968991e-01   1.60968991e-01   2.79922238e-01   2.09921811e-01  -3.79496659e-17   1.25019885e-01   1.78696429e+02  -1.06717404e+01   7.14285635e+01
     8600  1.05164798e+00  1.21861871e-04   5.96966778e-04   6.60850626e-02   6.60850626e-02   8.93264229e-02   5.55963833e-02   2.81075738e-03   1.63265967e-01   1.63265967e-01   2.83350938e-01   2.15598075e-01   2.03241292e-17   1.25020636e-01   1.78696429e+02  -1.06717404e+01   7.14285632e+01
     8700  1.06383397e+00  1.21859300e-04   5.87183779e-04   6.68883846e-02   6.68883846e-02   9.01932867e-02   6.24741141e-02   2.64240606e-03   1.65480121e-01   1.65480121e-01   2.86594459e-01   2.39112416e-01   4.14382981e-18   1.25020775e-01   1.78696429e+02  -1.06717404e+01   7.14285631e+01
     8800  1.07602002e+00  1.21862056e-04   5.86289144e-04   6.76965950e-02   6.76965950e-02   9.10576066e-02   6.72006329e-02   2.65239310e-03   1.67705048e-01   1.67705048e-01   2.89757584e-01   2.71239476e-01   2.38964641e-17   1.25020882e-01   1.78696429e+02  -1.06717404e+01   7.14285631e+01
     8900  1.08820639e+00  1.21864964e-04   5.91101990e-04   6.85017828e-02   6.85017828e-02   9.19324580e-02   6.74549805e-02   2.67744275e-03   1.70044345e-01   1.70044345e-01   2.92968775e-01   3.00777693e-01   1.78364326e-17   1.25021438e-01   1.78696429e+02  -1.06717404e+01   7.14285629e+01
     9000  1.10039285e+00  1.21863046e-04   6.04430062e-04   6.92946699e-02   6.92946699e-02   9.28279116e-02   6.47314660e-02   2.72154711e-03   1.72568018e-01   1.72568018e-01   2.96344916e-01   3.19060133e-01   5.29905814e-18   1.25022327e-01   1.78696429e+02  -1.06717404e+01   7.14285625e+01
     9100  1.11257873e+00  1.21853223e-04   6.31794548e-04   7.00665598e-02   7.00665598e-02   9.37495698e-02   6.29531215e-02   2.87248712e-03   1.75281207e-01   1.75281207e-01   2.99958095e-01   3.23247533e-01   4.63059486e-17   1.25022940e-01   1.78696429e+02  -1.06717404e+01   7.14285623e+01
     9200  1.12476321e+00  1.21835264e-04   6.74313127e-04   7.08128917e-02   7.08128917e-02   9.46982593e-02   6.49819559e-02   3.23887153e-03   1.78119323e-01   1.78119323e-01   3.03817177e-01   3.17228712e-01  -1.31294945e-17   1.25022793e-01   1.78696429e+02  -1.06717404e+01   7.14285623e+01
     9300  1.13694557e+00  1.21811701e-04   7.26936746e-04   7.15352115e-02   7.15352115e-02   9.56705546e-02   7.01695263e-02   3.63910210e-03   1.80971408e-01   1.80971408e-01   3.07870994e-01   3.09861690e-01   4.04754986e-17   1.25021941e-01   1.78696429e+02  -1.06717404e+01   7.14285627e+01
     9400  1.14912548e+00  1.21786804e-04   7.82734502e-04   7.22397633e-02   7.22397633e-02   9.66597913e-02   7.63872920e-02   4.01159191e-03   1.83721331e-01   1.83721331e-01   3.12030267e-01   3.11213267e-01   4.60189992e-18   1.25020819e-01   1.78696429e+02  -1.06717404e+01   7.14285631e+01
     9500  1.16130302e+00  1.21765061e-04   8.36278330e-04   7.29344979e-02   7.29344979e-02   9.76573268e-02   8.25300498e-02   4.28861298e-03   1.86289885e-01   1.86289885e-01   3.16197665e-01   3.47450564e-01  -9.27067458e-19   1.25019801e-01   1.78696429e+02  -1.06717404e+01   7.14285635e+01
     9600  1.17347869e+00  1.21749741e-04   8.83087389e-04   7.36272667e-02   7.36272667e-02   9.86538426e-02   8.82561679e-02   4.41348440e-03   1.88661921e-01   1.88661921e-01   3.20293813e-01   3.73556884e-01  -3.30330614e-17   1.25019025e-01   1.78696429e+02  -1.06717404e+01   7.14285638e+01
     9700  1.18565321e+00  1.21742059e-04   9.17857964e-04   7.43255257e-02   7.43255257e-02   9.96405278e-02   9.27484445e-02   4.36054546e-03   1.90889329e-01   1.90889329e-01   3.24271516e-01   4.02128855e-01   3.18330313e-17   1.25018547e-01   1.78696429e+02  -1.06717404e+01   7.14285640e+01
     9800  1.19782732e+00  1.21741123e-04   9.34491292e-04   7.50358678e-02   7.50358678e-02   1.00610062e-01   9.44712641e-02   4.14751736e-03   1.93069866e-01   1.93069866e-01   3.28117259e-01   4.39045258e-01   3.28888217e-17   1.25018492e-01   1.78696429e+02  -1.06717404e+01   7.14285640e+01
     9900  1.21000158e+00  1.21744545e-04   9.28104365e-04   7.57625926e-02   7.57625926e-02   1.01557355e-01   9.19776530e-02   3.86536969e-03   1.95310371e-01   1.95310371e-01   3.31843894e-01   4.58256369e-01   8.14516835e-19   1.25019002e-01   1.78696429e+02  -1.06717404e+01   7.14285638e+01
    10000  1.22217628e+00  1.21749291e-04   8.97489726e-04   7.65063201e-02   7.65063201e-02   1.02479983e-01   8.48917152e-02   3.82397655e-03   1.97688471e-01   1.97688471e-01   3.35479514e-01   4.51417041e-01  -3.11341247e-17   1.25020077e-01   1.78696429e+02  -1.06717404e+01   7.14285634e+01
    10100  1.23435139e+00  1.21752400e-04   8.46831976e-04   7.72637782e-02   7.72637782e-02   1.03378231e-01   7.46962207e-02   3.68043244e-03   2.00227576e-01   2.00227576e-01   3.39056059e-01   4.19260811e-01  -4.99477808e-17   1.25021482e-01   1.78696429e+02  -1.06717404e+01   7.14285628e+01
    10200  1.24652662e+00  1.21751373e-04   7.86083940e-04   7.80289308e-02   7.80289308e-02   1.04254747e-01   6.53143373e-02   3.45195579e-03   2.02894855e-01   2.02894855e-01   3.42599580e-01   3.71941115e-01  -1.12133202e-17   1.25022791e-01   1.78696429e+02  -1.06717404e+01   7.14285623e+01
    10300  1.25870146e+00  1.21744372e-04   7.29062613e-04   7.87952549e-02   7.87952549e-02   1.05113839e-01   6.20731222e-02   3.17764708e-03   2.05622080e-01   2.05622080e-01   3.46123781e-01   3.25266002e-01   5.06128130e-18   1.25023572e-01   1.78696429e+02  -1.06717404e+01   7.14285620e+01
    10400  1.27087524e+00  1.21729082e-04   6.88311119e-04   7.95586749e-02   7.95586749e-02   1.05960564e-01   6.64963557e-02   3.24175377e-03   2.08338775e-01   2.08338775e-01   3.49628684e-01   2.94452090e-01  -2.23534278e-17   1.25023686e-01   1.78696429e+02  -1.06717404e+01   7.14285620e+01
    10500  1.28304683e+00  1.21701977e-04   6.68958031e-04   8.03194600e-02   8.03194600e-02   1.06799756e-01   7.37027720e-02   3.40880234e-03   2.11001087e-01   2.11001087e-01   3.53105223e-01   2.88307158e-01   1.11443693e-17   1.25023505e-01   1.78696429e+02  -1.06717404e+01   7.14285620e+01
    10600  1.29521546e+00  1.21670553e-04   6.68052866e-04   8.10811532e-02   8.10811532e-02   1.07635404e-01   7.80903346e-02   3.52772903e-03   2.13602839e-01   2.13602839e-01   3.56544579e-01   3.06478930e-01   2.30083522e-17   1.25023684e-01   1.78696429e+02  -1.06717404e+01   7.14285620e+01
    10700  1.30738091e+00  1.21639347e-04   6.81071984e-04   8.18467953e-02   8.18467953e-02   1.08470558e-01   7.75733405e-02   3.53001779e-03   2.16164920e-01   2.16164920e-01   3.59947366e-01   3.40762417e-01  -1.80530703e-17   1.25024586e-01   1.78696429e+02  -1.06717404e+01   7.14285616e+01
    10800  1.31954348e+00  1.21613512e-04   7.07223634e-04   8.26157882e-02   8.26157882e-02   1.09307871e-01   7.41074609e-02   3.40159858e-03   2.18712130e-01   2.18712130e-01   3.63327929e-01   3.79420339e-01   8.04982814e-18   1.25025913e-01   1.78696429e+02  -1.06717404e+01   7.14285611e+01
    10900  1.33170391e+00  1.21597169e-04   7.47193367e-04   8.33841167e-02   8.33841167e-02   1.10150478e-01   7.21638135e-02   3.19655645e-03   2.21253458e-01   2.21253458e-01   3.66711744e-01   4.12246857e-01  -1.79408970e-17   1.25026994e-01   1.78696429e+02  -1.06717404e+01   7.14285606e+01
    11000  1.34386327e+00  1.21591790e-04   7.97774141e-04   8.41467338e-02   8.41467338e-02   1.11002549e-01   7.48785786e-02   3.35103301e-03   2.23778303e-01   2.23778303e-01   3.70128058e-01   4.34173696e-01  -8.94679104e-17   1.25027430e-01   1.78696429e+02  -1.06717404e+01   7.14285605e+01
    11100  1.35602257e+00  1.21595341e-04   8.51389035e-04   8.48988575e-02   8.48988575e-02   1.11868967e-01   8.12707245e-02   3.57391526e-03   2.26270049e-01   2.26270049e-01   3.73602631e-01   4.46239377e-01  -1.44875598e-17   1.25027347e-01   1.78696429e+02  -1.06717404e+01   7.14285605e+01
    11200  1.36818247e+00  1.21602705e-04   9.00766799e-04   8.56354121e-02   8.56354121e-02   1.12754044e-01   8.88316385e-02   3.71522084e-03   2.28726603e-01   2.28726603e-01   3.77154274e-01   4.53967041e-01   4.47295843e-18   1.25027027e-01   1.78696429e+02  -1.06717404e+01   7.14285606e+01
    11300  1.38034285e+00  1.21602789e-04   9.42426104e-04   8.63511701e-02   8.63511701e-02   1.13659716e-01   9.66528643e-02   3.76654788e-03   2.31172870e-01   2.31172870e-01   3.80794712e-01   4.64073725e-01  -2.72359394e-17   1.25026491e-01   1.78696429e+02  -1.06717404e+01   7.14285608e+01
    11400  1.39250280e+00  1.21595083e-04   9.75318045e-04   8.70435020e-02   8.70435020e-02   1.14584030e-01   1.04789956e-01   3.99069310e-03   2.33655458e-01   2.33655458e-01   3.84527782e-01   4.80857728e-01   5.33311837e-17   1.25025633e-01   1.78696429e+02  -1.06717404e+01   7.14285612e+01
    11500  1.40466160e+00  1.21579778e-04   9.97175960e-04   8.77158363e-02   8.77158363e-02   1.15520569e-01   1.12110167e-01   4.42791783e-03   2.36221362e-01   2.36221362e-01   3.88344221e-01   5.03687856e-01   5.83361897e-18   1.25024686e-01   1.78696429e+02  -1.06717404e+01   7.14285616e+01
    11600  1.41681853e+00  1.21558320e-04   1.00361697e-03   8.83781760e-02   8.83781760e-02   1.16458924e-01   1.16005825e-01   4.70229441e-03   2.38892009e-01   2.38892009e-01   3.92212092e-01   5.26725616e-01  -1.13477253e-17   1.25024329e-01   1.78696429e+02  -1.06717404e+01   7.14285617e+01
    11700  1.42897304e+00  1.21529815e-04   9.91576506e-04   8.90438907e-02   8.90438907e-02   1.17386256e-01   1.14239246e-01   4.73487583e-03   2.41647399e-01   2.41647399e-01   3.96069574e-01   5.41234505e-01  -2.77812089e-17   1.25025177e-01   1.78696429e+02  -1.06717404e+01   7.14285614e+01
    11800  1.44112439e+00  1.21498279e-04   9.63519794e-04   8.97252475e-02   8.97252475e-02   1.18289610e-01   1.06820683e-01   4.52074509e-03   2.44429069e-01   2.44429069e-01   3.99828327e-01   5.39659895e-01  -2.78933224e-17   1.25027203e-01   1.78696429e+02  -1.06717404e+01   7.14285605e+01
    11900  1.45327291e+00  1.21474053e-04   9.27841836e-04   9.04305313e-02   9.04305313e-02   1.19158655e-01   9.64554750e-02   4.12478784e-03   2.47161601e-01   2.47161601e-01   4.03392432e-01   5.19622966e-01  -2.54090133e-17   1.25029691e-01   1.78696429e+02  -1.06717404e+01   7.14285596e+01
    12000  1.46541958e+00  1.21461577e-04   8.94265359e-04   9.11631290e-02   9.11631290e-02   1.19987988e-01   8.71580047e-02   3.65644014e-03   2.49782858e-01   2.49782858e-01   4.06687999e-01   4.85775598e-01  -2.71970384e-17   1.25031756e-01   1.78696429e+02  -1.06717404e+01   7.14285587e+01
    12100  1.47756564e+00  1.21461385e-04   8.67887834e-04   9.19216930e-02   9.19216930e-02   1.20778404e-01   8.14922534e-02   3.58570808e-03   2.52270779e-01   2.52270779e-01   4.09692787e-01   4.48445469e-01   3.42720573e-17   1.25032922e-01   1.78696429e+02  -1.06717404e+01   7.14285583e+01
    12200  1.48971215e+00  1.21469774e-04   8.47645620e-04   9.27006410e-02   9.27006410e-02   1.21536760e-01   7.90120437e-02   3.64784327e-03   2.54655883e-01   2.54655883e-01   4.12452818e-01   4.19637022e-01   3.02665254e-17   1.25033283e-01   1.78696429e+02  -1.06717404e+01   7.14285581e+01
    12300  1.50185951e+00  1.21473444e-04   8.30553706e-04   9.34909280e-02   9.34909280e-02   1.22274462e-01   7.82927264e-02   3.64148477e-03   2.57013747e-01   2.57013747e-01   4.15077510e-01   4.08295201e-01  -1.44516092e-17   1.25033202e-01   1.78696429e+02  -1.06717404e+01   7.14285581e+01
    12400  1.51400648e+00  1.21464998e-04   8.16660512e-04   9.42813362e-02   9.42813362e-02   1.23005061e-01   7.95569806e-02   3.55542368e-03   2.59438668e-01   2.59438668e-01   4.17713120e-01   4.17008556e-01   3.13000003e-18   1.25032897e-01   1.78696429e+02  -1.06717404e+01   7.14285583e+01
    12500  1.52615227e+00  1.21449997e-04   8.09632555e-04   9.50608588e-02   9.50608588e-02   1.23741781e-01   8.40110212e-02   3.41321464e-03   2.62007673e-01   2.62007673e-01   4.20502935e-01   4.41484827e-01   1.37289905e-17   1.25032302e-01   1.78696429e+02  -1.06717404e+01   7.14285585e+01
    12600  1.53829625e+00  1.21428801e-04   8.13183363e-04   9.58216714e-02   9.58216714e-02   1.24495185e-01   9.10828818e-02   3.35787974e-03   2.64747751e-01   2.64747751e-01   4.23545546e-01   4.72761737e-01   1.95261944e-17   1.25031350e-01   1.78696429e+02  -1.06717404e+01   7.14285589e+01
    12700  1.55043788e+00  1.21403706e-04   8.27953498e-04   9.65613838e-02   9.65613838e-02   1.25271494e-01   9.78738712e-02   3.54436623e-03   2.67621031e-01   2.67621031e-01   4.26864571e-01   5.00982614e-01   8.97662242e-18   1.25030307e-01   1.78696429e+02  -1.06717404e+01   7.14285593e+01
    12800  1.56257694e+00  1.21378021e-04   8.52617979e-04   9.72825755e-02   9.72825755e-02   1.26071799e-01   1.01563660e-01   3.70786886e-03   2.70535734e-01   2.70535734e-01   4.30399473e-01   5.19164389e-01  -2.55677862e-17   1.25029693e-01   1.78696429e+02  -1.06717404e+01   7.14285596e+01
    12900  1.57471355e+00  1.21354913e-04   8.87200127e-04   9.79896731e-02   9.79896731e-02   1.26892363e-01   1.01833356e-01   3.83169870e-03   2.73379550e-01   2.73379550e-01   4.34021757e-01   5.25594825e-01  -1.73041665e-17   1.25029756e-01   1.78696429e+02  -1.06717404e+01   7.14285595e+01
    13000  1.58684807e+00  1.21336522e-04   9.33141361e-04   9.86861182e-02   9.86861182e-02   1.27726072e-01   1.01470408e-01   3.93321625e-03   2.76061432e-01   2.76061432e-01   4.37573608e-01   5.24063105e-01  -5.80695649e-17   1.25030121e-01   1.78696429e+02  -1.06717404e+01   7.14285594e+01
    13100  1.59898102e+00  1.21323649e-04   9.88763784e-04   9.93744856e-02   9.93744856e-02   1.28564720e-01   1.04234000e-01   4.02025916e-03   2.78543690e-01   2.78543690e-01   4.40918232e-01   5.21865045e-01   2.82644117e-17   1.25030125e-01   1.78696429e+02  -1.06717404e+01   7.14285594e+01
    13200  1.61111296e+00  1.21315954e-04   1.04548455e-03   1.00058448e-01   1.00058448e-01   1.29401379e-01   1.10927182e-01   4.28104601e-03   2.80851427e-01   2.80851427e-01   4.43985284e-01   5.26328599e-01  -1.51616616e-17   1.25029539e-01   1.78696429e+02  -1.06717404e+01   7.14285596e+01
    13300  1.62324434e+00  1.21312348e-04   1.09010503e-03   1.00743027e-01   1.00743027e-01   1.30231963e-01   1.18473330e-01   4.50019562e-03   2.83057933e-01   2.83057933e-01   4.46794305e-01   5.41272023e-01   3.81603705e-17   1.25028843e-01   1.78696429e+02  -1.06717404e+01   7.14285599e+01
    13400  1.63537551e+00  1.21311269e-04   1.11150147e-03   1.01431936e-01   1.01431936e-01   1.31055400e-01   1.23233670e-01   4.56973337e-03   2.85255813e-01   2.85255813e-01   4.49445787e-01   5.64985877e-01  -1.07231240e-17   1.25028734e-01   1.78696429e+02  -1.06717404e+01   7.14285599e+01
    13500  1.64750662e+00  1.21310788e-04   1.10606516e-03   1.02124964e-01   1.02124964e-01   1.31872450e-01   1.23885929e-01   4.47462310e-03   2.87528239e-01   2.87528239e-01   4.52081676e-01   5.90762257e-01  -2.80074029e-17   1.25029465e-01   1.78696429e+02  -1.06717404e+01   7.14285596e+01
    13600  1.65963761e+00  1.21308717e-04   1.07852339e-03   1.02818707e-01   1.02818707e-01   1.32683735e-01   1.21627049e-01   4.24482566e-03   2.89930997e-01   2.89930997e-01   4.54829830e-01   6.09814906e-01  -1.65769583e-17   1.25030743e-01   1.78696429e+02  -1.06717404e+01   7.14285591e+01
    13700  1.67176823e+00  1.21302955e-04   1.03863807e-03   1.03510177e-01   1.03510177e-01   1.33487811e-01   1.18531079e-01   3.94693508e-03   2.92487576e-01   2.92487576e-01   4.57754094e-01   6.15218797e-01   2.10154413e-17   1.25032178e-01   1.78696429e+02  -1.06717404e+01   7.14285586e+01
    13800  1.68389802e+00  1.21292108e-04   9.96632451e-04   1.04199879e-01   1.04199879e-01   1.34280051e-01   1.15705231e-01   3.88212971e-03   2.95192320e-01   2.95192320e-01   4.60829774e-01   6.04953014e-01   2.22381181e-17   1.25033650e-01   1.78696429e+02  -1.06717404e+01   7.14285580e+01
    13900  1.69602647e+00  1.21276103e-04   9.60177735e-04   1.04892189e-01   1.04892189e-01   1.35052937e-01   1.12871612e-01   3.94924206e-03   2.98015003e-01   2.98015003e-01   4.63953733e-01   5.82615539e-01   2.76463667e-17   1.25035240e-01   1.78696429e+02  -1.06717404e+01   7.14285573e+01
    14000  1.70815310e+00  1.21256414e-04   9.33652200e-04   1.05593737e-01   1.05593737e-01   1.35797912e-01   1.09437989e-01   4.00583925e-03   3.00903864e-01   3.00903864e-01   4.66984131e-01   5.55625205e-01  -2.53041664e-17   1.25036965e-01   1.78696429e+02  -1.06717404e+01   7.14285566e+01
    14100  1.72027769e+00  1.21235684e-04   9.18450882e-04   1.06311316e-01   1.06311316e-01   1.36508386e-01   1.05572228e-01   3.99122675e-03   3.03789531e-01   3.03789531e-01   4.69793226e-01   5.31997146e-01   6.17061520e-18   1.25038666e-01   1.78696429e+02  -1.06717404e+01   7.14285560e+01
    14200  1.73240028e+00  1.21216846e-04   9.13409846e-04   1.07049755e-01   1.07049755e-01   1.37182905e-01   1.02305762e-01   3.86631798e-03   3.06594741e-01   3.06594741e-01   4.72312889e-01   5.17359323e-01  -1.93270181e-17   1.25040090e-01   1.78696429e+02  -1.06717404e+01   7.14285554e+01
    14300  1.74452119e+00  1.21202120e-04   9.15534040e-04   1.07809707e-01   1.07809707e-01   1.37827255e-01   1.00788672e-01   3.95970735e-03   3.09252401e-01   3.09252401e-01   4.74557146e-01   5.13530481e-01   1.20955859e-17   1.25041038e-01   1.78696429e+02  -1.06717404e+01   7.14285550e+01
    14400  1.75664086e+00  1.21192297e-04   9.21237153e-04   1.08586050e-01   1.08586050e-01   1.38454491e-01   1.01316346e-01   4.21099059e-03   3.11728749e-01   3.11728749e-01   4.76616029e-01   5.19020633e-01  -3.10464882e-17   1.25041458e-01   1.78696429e+02  -1.06717404e+01   7.14285548e+01
    14500  1.76875977e+00  1.21186550e-04   9.28032247e-04   1.09367829e-01   1.09367829e-01   1.39082585e-01   1.03111304e-01   4.30796844e-03   3.14042713e-01   3.14042713e-01   4.78625281e-01   5.30827294e-01  -2.47756702e-17   1.25041463e-01   1.78696429e+02  -1.06717404e+01   7.14285548e+01
    14600  1.78087823e+00  1.21182784e-04   9.36555139e-04   1.10140009e-01   1.10140009e-01   1.39730233e-01   1.05417991e-01   4.23462195e-03   3.16270673e-01   3.16270673e-01   4.80723524e-01   5.46365607e-01  -1.25414175e-17   1.25041161e-01   1.78696429e+02  -1.06717404e+01   7.14285550e+01
    14700  1.79299630e+00  1.21178348e-04   9.51605604e-04   1.10886803e-01   1.10886803e-01   1.40412122e-01   1.08862714e-01   4.02756558e-03   3.18529354e-01   3.18529354e-01   4.83010981e-01   5.64472798e-01  -2.85454604e-17   1.25040433e-01   1.78696429e+02  -1.06717404e+01   7.14285553e+01
    14800  1.80511380e+00  1.21170908e-04   9.79546362e-04   1.11596271e-01   1.11596271e-01   1.41135224e-01   1.15117343e-01   3.79597724e-03   3.20938025e-01   3.20938025e-01   4.85522204e-01   5.85054910e-01  -2.69798048e-17   1.25038974e-01   1.78696429e+02  -1.06717404e+01   7.14285558e+01
    14900  1.81723033e+00  1.21159258e-04   1.02207333e-03   1.12265005e-01   1.12265005e-01   1.41897258e-01   1.24499387e-01   3.99085877e-03   3.23571277e-01   3.23571277e-01   4.88220191e-01   6.07769515e-01   1.43330486e-17   1.25036720e-01   1.78696429e+02  -1.06717404e+01   7.14285567e+01
    15000  1.82934550e+00  1.21143805e-04   1.07231844e-03   1.12900280e-01   1.12900280e-01   1.42687664e-01   1.34501351e-01   4.32166726e-03   3.26420765e-01   3.26420765e-01   4.91012230e-01   6.30734669e-01   2.28897370e-17   1.25034226e-01   1.78696429e+02  -1.06717404e+01   7.14285577e+01
    15100  1.84145902e+00  1.21126551e-04   1.11850894e-03   1.13517638e-01   1.13517638e-01   1.43490531e-01   1.41531542e-01   4.60685540e-03   3.29384472e-01   3.29384472e-01   4.93780719e-01   6.50273352e-01  -3.80571217e-17   1.25032428e-01   1.78696429e+02  -1.06717404e+01   7.14285585e+01
