0.0	0.0	0.0	0.0	0.0
0.122574452	5.33866723e-16	2.657999999988725e-6	0.0	0.0
0.245069753	-4.785508219999999e-16	1.8970000000007037e-6	0.0	0.0
0.367505715	-1.2414399100000002e-16	1.5130000000085353e-6	0.0	0.0
0.489870036	1.6483355570000001e-15	6.743000000003496e-6	0.0	0.0
0.612177736	8.49530352e-16	4.565000000011921e-6	0.0	0.0
0.734380929	-3.77229473e-16	8.286999999995714e-6	0.0	0.0
0.856501123	8.22965782e-16	1.268099999998662e-5	0.0	0.0
0.978497435	1.9821113169999998e-15	1.1418000000013029e-5	0.0	0.0
1.10039617	3.494506708e-16	2.2329999999987082e-5	0.0	0.0
1.22218012	3.914920647e-15	2.0082000000004596e-5	0.0	0.0
1.34386781	3.040370397e-15	2.7434999999992327e-5	0.0	0.0
1.46542471	1.361842427e-15	3.176099999999127e-5	0.0	0.0
1.58685375	1.2231118750000001e-15	3.0125999999991437e-5	0.0	0.0
1.70815915	3.841694557e-15	3.696999999999728e-5	0.0	0.0
1.82935206	4.237492917e-15	3.422999999999621e-5	0.0	0.0
1.95045273	2.9095791470000002e-15	4.139000000000226e-5	0.0	0.0
2.07147182	4.172600817e-15	4.0042999999989615e-5	0.0	0.0
2.19244099	4.627670737e-15	4.774699999998688e-5	0.0	0.0
2.31337042	5.952035337e-15	4.4042999999993615e-5	0.0	0.0
2.43429557	7.102752677e-15	5.317199999999023e-5	0.0	0.0
2.5552323	5.743005007e-15	4.751299999999903e-5	0.0	0.0
2.6762013	8.748841816999999e-15	5.5165999999995385e-5	0.0	0.0
2.79721439	6.454094157e-15	5.3461000000004644e-5	0.0	0.0
2.91829768	6.846625267e-15	5.899100000000823e-5	0.0	0.0
3.0393457	8.293563836999999e-15	6.121600000000282e-5	0.0	0.0
3.16025451	7.561192787e-15	6.189100000000836e-5	0.0	0.0
3.28099104	7.645240777e-15	6.400500000000586e-5	0.0	0.0
3.40153963	9.182499577e-15	6.410200000001032e-5	0.0	0.0
3.5218045	7.615693506999999e-15	5.967300000001008e-5	0.0	0.0
3.6412277	7.571096367e-15	6.240499999998761e-5	0.0	0.0
3.75878326	9.001733227e-15	5.5426999999996784e-5	0.0	0.0
3.87489855	6.246222997e-15	6.40339999999906e-5	0.0	0.0
3.9908904	8.272712907e-15	5.972600000000994e-5	0.0	0.0
4.10779133	6.544152137e-15	6.583399999998685e-5	0.0	0.0
4.22534187	8.392650346999999e-15	6.25119999999868e-5	0.0	0.0
4.34331244	6.217677537e-15	6.313899999998984e-5	0.0	0.0
4.46101023	7.0168140470000004e-15	5.9790000000004007e-5	0.0	0.0
4.57850201	4.254133797e-15	6.44969999999967e-5	0.0	0.0
4.69571791	3.501274597e-15	6.15370000000004e-5	0.0	0.0
4.81241777	3.2578033370000002e-15	6.366099999999264e-5	0.0	0.0
4.92854924	4.1167931870000004e-15	6.371499999999197e-5	0.0	0.0
5.04410164	4.009195667e-15	5.905200000000388e-5	0.0	0.0
5.15933593	2.861695087e-15	5.97940000000019e-5	0.0	0.0
5.27394397	1.942644727e-15	5.744199999999089e-5	0.0	0.0
5.38762569	5.83986062e-16	5.942800000000026e-5	0.0	0.0
5.50055328	3.062917237e-15	5.671500000001273e-5	0.0	0.0
5.6134102	5.3627422999999977e-17	5.487000000001241e-5	0.0	0.0
5.72698985	1.27281423e-15	4.770700000000794e-5	0.0	0.0
5.84145819	-1.9419200200000003e-16	5.050800000000466e-5	0.0	0.0
5.9572258	-7.16664663e-16	4.472699999999441e-5	0.0	0.0
6.0745822	2.329933397e-16	4.841799999999452e-5	0.0	0.0
6.19252745	-3.121695199999999e-17	4.5349000000000084e-5	0.0	0.0
6.31042815	-5.860552429999999e-16	4.710099999999384e-5	0.0	0.0
6.42826491	4.351666999999997e-18	4.6530999999988554e-5	0.0	0.0
6.54584777	-1.061720833e-15	4.416900000001056e-5	0.0	0.0
6.66372397	-1.5330959530000001e-15	3.885200000000588e-5	0.0	0.0
6.78083645	-4.3559494799999995e-16	3.38990000000039e-5	0.0	0.0
6.89628589	-1.643211113e-15	2.837999999999452e-5	0.0	0.0
7.01045182	-1.749382843e-15	2.588600000000274e-5	0.0	0.0
7.12246798	-7.762539799999999e-17	3.2890000000007635e-5	0.0	0.0
7.23404499	-2.9690111e-16	3.42929999999908e-5	0.0	0.0
7.34609518	-1.4582417029999999e-15	4.182799999999376e-5	0.0	0.0
7.45881537	-2.750321983e-15	4.4695000000011254e-5	0.0	0.0
7.57206684	-4.563502453e-15	4.733500000000945e-5	0.0	0.0
7.68504814	-4.065492833e-15	4.3925000000000214e-5	0.0	0.0
7.79746336	-4.225271883e-15	3.9759999999999796e-5	0.0	0.0
7.91081441	-4.567689773e-15	3.8599999999999746e-5	0.0	0.0
8.0250268	-3.4413705630000002e-15	4.77160000000032e-5	0.0	0.0
8.13933802	-3.4782049929999996e-15	5.347299999999833e-5	0.0	0.0
8.25397358	-3.1441564929999998e-15	5.546500000000454e-5	0.0	0.0
8.36861655	-2.767098363e-15	5.833899999999059e-5	0.0	0.0
8.48197018	-3.013218373e-15	5.397400000001218e-5	0.0	0.0
8.59384443	-2.358513813e-15	3.9340999999998294e-5	0.0	0.0
8.70601827	-3.754784923e-15	-9.029999999965455e-7	0.0	0.0
8.81981299	-2.000261903e-15	2.6418999999999748e-5	0.0	0.0
8.93375309	-2.187006763e-15	5.2355000000003926e-5	0.0	0.0
9.04773659	-2.595911263e-15	5.610100000000284e-5	0.0	0.0
9.16187791	-3.893676333e-15	5.381400000001313e-5	0.0	0.0
9.2767136	-3.062312303e-15	5.621999999999572e-5	0.0	0.0
9.391893	-3.5406371529999998e-15	5.568699999999871e-5	0.0	0.0
9.50614755	-4.964628503e-15	5.658299999999894e-5	0.0	0.0
9.62068101	-3.989278353e-15	6.179900000000127e-5	0.0	0.0
9.73631948	-3.837790023e-15	5.786699999998923e-5	0.0	0.0
9.84905452	-5.570676233e-15	3.5064000000001316e-5	0.0	0.0
9.95924025	-5.846868033e-15	4.034899999999508e-5	0.0	0.0
10.0700778	-6.736863283e-15	5.135100000000503e-5	0.0	0.0
10.1804884	-9.107397063e-15	4.694799999999111e-5	0.0	0.0
10.2913103	-7.424851363e-15	3.060999999998648e-5	0.0	0.0
10.403728	-7.689511413000001e-15	4.68780000000002e-5	0.0	0.0
10.5193357	-8.129952383e-15	3.9879999999992144e-5	0.0	0.0
10.6362257	-5.924476933e-15	3.3009999999999984e-5	0.0	0.0
10.7532187	-6.768326753e-15	2.3146000000001665e-5	0.0	0.0
10.8700138	-5.859410763e-15	2.81749999999914e-5	0.0	0.0
10.9869633	-3.979669373e-15	3.920099999998872e-5	0.0	0.0
11.1037675	-5.190848693e-15	4.818700000000509e-5	0.0	0.0
11.2199218	-3.564685833e-15	4.957199999999773e-5	0.0	0.0
11.3353053	-3.907892233e-15	5.629800000001017e-5	0.0	0.0
11.4509026	-2.763923343e-15	5.0397000000007575e-5	0.0	0.0
11.5665937	-3.6013620329999996e-15	5.6319999999998593e-5	0.0	0.0
11.6824803	-4.480294543e-15	5.353599999999292e-5	0.0	0.0
11.7972543	-4.469465643e-15	5.510799999999816e-5	0.0	0.0
11.9102247	-4.382774563e-15	5.650200000001382e-5	0.0	0.0
12.0211842	-4.255938103e-15	6.269400000000203e-5	0.0	0.0
