#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
   772700  3.80890114e+01  5.55254945e-05   9.07013136e-03   9.07013135e-04   4.53506569e-05   2.77684129e-02   2.77684127e-03   1.38844275e-04   9.93129190e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772800  3.80945479e+01  5.52101038e-05   9.07313593e-03   9.07313592e-04   4.53656800e-05   2.73438042e-02   2.73438040e-03   1.36721237e-04  -9.77950360e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772900  3.81000534e+01  5.49033783e-05   9.07588894e-03   9.07588892e-04   4.53794450e-05   2.69101005e-02   2.69101003e-03   1.34552712e-04   5.65953534e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773000  3.81055286e+01  5.46051862e-05   9.07838752e-03   9.07838751e-04   4.53919376e-05   2.66766419e-02   2.66766418e-03   1.33385421e-04  -3.20923843e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773100  3.81109744e+01  5.43153986e-05   9.08063011e-03   9.08063010e-04   4.54031500e-05   2.65480616e-02   2.65480615e-03   1.32742509e-04   3.16587034e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773200  3.81163917e+01  5.40338894e-05   9.08261642e-03   9.08261640e-04   4.54130813e-05   2.64099220e-02   2.64099219e-03   1.32051816e-04   1.07986536e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773300  3.81217812e+01  5.37605355e-05   9.08434738e-03   9.08434737e-04   4.54217363e-05   2.62625875e-02   2.62625874e-03   1.31315146e-04  -3.00107161e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773400  3.81271438e+01  5.34952168e-05   9.08582515e-03   9.08582514e-04   4.54291253e-05   2.61064201e-02   2.61064200e-03   1.30534314e-04   4.26308294e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773500  3.81324802e+01  5.32378157e-05   9.08705307e-03   9.08705305e-04   4.54352646e-05   2.59417795e-02   2.59417794e-03   1.29711102e-04   2.59341160e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773600  3.81377913e+01  5.29882176e-05   9.08803556e-03   9.08803555e-04   4.54401781e-05   2.57690223e-02   2.57690222e-03   1.28847323e-04  -3.62557206e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773700  3.81430779e+01  5.27463106e-05   9.08877819e-03   9.08877818e-04   4.54438915e-05   2.55885022e-02   2.55885021e-03   1.27944722e-04  -2.67147415e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773800  3.81483406e+01  5.25119857e-05   9.08928751e-03   9.08928750e-04   4.54464380e-05   2.54005696e-02   2.54005695e-03   1.27005062e-04   3.20923843e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   773900  3.81535803e+01  5.22851363e-05   9.08957109e-03   9.08957108e-04   4.54478555e-05   2.52055716e-02   2.52055715e-03   1.26030064e-04   8.28330460e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774000  3.81587977e+01  5.20656586e-05   9.08963743e-03   9.08963742e-04   4.54481868e-05   2.50038516e-02   2.50038515e-03   1.25021466e-04   1.55257751e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774100  3.81639934e+01  5.18534516e-05   9.08949592e-03   9.08949591e-04   4.54474794e-05   2.47957494e-02   2.47957493e-03   1.23980960e-04  -1.67834496e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774200  3.81691684e+01  5.16484167e-05   9.08915678e-03   9.08915677e-04   4.54457838e-05   2.45816008e-02   2.45816007e-03   1.22910218e-04  -2.15539392e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774300  3.81743232e+01  5.14504578e-05   9.08863101e-03   9.08863100e-04   4.54431544e-05   2.43617378e-02   2.43617377e-03   1.21810894e-04  -2.42861287e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774400  3.81794585e+01  5.12594816e-05   9.08793033e-03   9.08793032e-04   4.54396510e-05   2.41364884e-02   2.41364883e-03   1.20684651e-04   4.34548231e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774500  3.81845751e+01  5.10753970e-05   9.08706714e-03   9.08706713e-04   4.54353354e-05   2.39061766e-02   2.39061765e-03   1.19533094e-04   1.87783816e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774600  3.81896736e+01  5.08981156e-05   9.08605444e-03   9.08605443e-04   4.54302724e-05   2.36711219e-02   2.36711218e-03   1.18357822e-04   4.33680869e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774700  3.81947548e+01  5.07275512e-05   9.08490578e-03   9.08490577e-04   4.54245293e-05   2.34316401e-02   2.34316400e-03   1.17160414e-04  -1.51354623e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774800  3.81998192e+01  5.05636203e-05   9.08363522e-03   9.08363521e-04   4.54181762e-05   2.31880424e-02   2.31880423e-03   1.15942418e-04  -1.11022302e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   774900  3.82048676e+01  5.04062414e-05   9.08225726e-03   9.08225725e-04   4.54112864e-05   2.29406361e-02   2.29406360e-03   1.14705383e-04  -2.64545330e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775000  3.82099005e+01  5.02553357e-05   9.08078676e-03   9.08078675e-04   4.54039337e-05   2.26897240e-02   2.26897239e-03   1.13450834e-04   2.80157841e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775100  3.82149187e+01  5.01108263e-05   9.07923893e-03   9.07923892e-04   4.53961944e-05   2.24356048e-02   2.24356047e-03   1.12180239e-04  -1.63931368e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775200  3.82199227e+01  4.99726388e-05   9.07762925e-03   9.07762924e-04   4.53881458e-05   2.21785728e-02   2.21785727e-03   1.10895075e-04  -1.82145965e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775300  3.82249133e+01  4.98407010e-05   9.07597338e-03   9.07597337e-04   4.53798665e-05   2.19189182e-02   2.19189181e-03   1.09596805e-04   2.71484224e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775400  3.82298910e+01  4.97149429e-05   9.07428717e-03   9.07428716e-04   4.53714354e-05   2.16569270e-02   2.16569269e-03   1.08286845e-04  -4.55798593e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775500  3.82348564e+01  4.95952965e-05   9.07258655e-03   9.07258654e-04   4.53629324e-05   2.13928808e-02   2.13928806e-03   1.06966615e-04   2.34621350e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775600  3.82398101e+01  4.94816963e-05   9.07088750e-03   9.07088749e-04   4.53544368e-05   2.11270571e-02   2.11270570e-03   1.05637503e-04   9.75781955e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775700  3.82447528e+01  4.93740784e-05   9.06920599e-03   9.06920597e-04   4.53460299e-05   2.08597292e-02   2.08597291e-03   1.04300868e-04  -2.60208521e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775800  3.82496850e+01  4.92723815e-05   9.06755790e-03   9.06755789e-04   4.53377901e-05   2.05911665e-02   2.05911664e-03   1.02958045e-04  -7.28583860e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   775900  3.82546074e+01  4.91765459e-05   9.06595903e-03   9.06595901e-04   4.53297959e-05   2.03216338e-02   2.03216337e-03   1.01610385e-04  -2.13370988e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776000  3.82595204e+01  4.90865141e-05   9.06442497e-03   9.06442495e-04   4.53221251e-05   2.00513923e-02   2.00513922e-03   1.00259173e-04   1.60461922e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776100  3.82644248e+01  4.90022308e-05   9.06297110e-03   9.06297109e-04   4.53148554e-05   1.97806989e-02   1.97806988e-03   9.89057063e-05  -7.41594286e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776200  3.82693210e+01  4.89236423e-05   9.06161253e-03   9.06161252e-04   4.53080627e-05   1.95098064e-02   1.95098063e-03   9.75512447e-05  -9.97465999e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776300  3.82742096e+01  4.88506970e-05   9.06036403e-03   9.06036402e-04   4.53018200e-05   1.92389637e-02   1.92389636e-03   9.61970374e-05   7.37257477e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776400  3.82790912e+01  4.87833453e-05   9.05924000e-03   9.05923999e-04   4.52961993e-05   1.89684158e-02   1.89684157e-03   9.48442973e-05  -2.05564732e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776500  3.82839664e+01  4.87215394e-05   9.05825441e-03   9.05825439e-04   4.52912713e-05   1.86984036e-02   1.86984035e-03   9.34942357e-05  -3.98986399e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776600  3.82888357e+01  4.86652333e-05   9.05742075e-03   9.05742074e-04   4.52871029e-05   1.84291642e-02   1.84291641e-03   9.21480398e-05  -8.67361738e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776700  3.82936996e+01  4.86143831e-05   9.05675202e-03   9.05675201e-04   4.52837594e-05   1.81609307e-02   1.81609306e-03   9.08068670e-05  -9.62771529e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776800  3.82985587e+01  4.85689464e-05   9.05626063e-03   9.05626062e-04   4.52813027e-05   1.79474920e-02   1.79474920e-03   8.97352455e-05   2.16840434e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   776900  3.83034135e+01  4.85288828e-05   9.05595838e-03   9.05595837e-04   4.52797920e-05   1.79286577e-02   1.79286576e-03   8.96410737e-05   7.89299182e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777000  3.83082646e+01  4.84941538e-05   9.05585645e-03   9.05585644e-04   4.52792829e-05   1.79060542e-02   1.79060542e-03   8.95280571e-05   1.80844922e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777100  3.83131125e+01  4.84647224e-05   9.05596530e-03   9.05596529e-04   4.52798271e-05   1.78796448e-02   1.78796448e-03   8.93960097e-05   1.90819582e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777200  3.83179577e+01  4.84405535e-05   9.05629469e-03   9.05629468e-04   4.52814741e-05   1.78493935e-02   1.78493934e-03   8.92447511e-05  -1.56125113e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777300  3.83228007e+01  4.84216138e-05   9.05685360e-03   9.05685358e-04   4.52842681e-05   1.78152649e-02   1.78152648e-03   8.90741070e-05   9.45424294e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777400  3.83276422e+01  4.84078715e-05   9.05765020e-03   9.05765019e-04   4.52882506e-05   1.78651060e-02   1.78651059e-03   8.93233105e-05  -2.55871713e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777500  3.83324825e+01  4.83992969e-05   9.05869186e-03   9.05869185e-04   4.52934590e-05   1.79733549e-02   1.79733548e-03   8.98645556e-05  -2.21177243e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777600  3.83373222e+01  4.83958615e-05   9.05998506e-03   9.05998504e-04   4.52999248e-05   1.80773044e-02   1.80773043e-03   9.03843048e-05  -6.54858112e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777700  3.83421618e+01  4.83975390e-05   9.06153539e-03   9.06153538e-04   4.53076762e-05   1.81769260e-02   1.81769259e-03   9.08824110e-05   2.51534904e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777800  3.83470019e+01  4.84043043e-05   9.06334754e-03   9.06334753e-04   4.53167371e-05   1.82721920e-02   1.82721919e-03   9.13587382e-05   2.74953671e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   777900  3.83518429e+01  4.84161344e-05   9.06542523e-03   9.06542522e-04   4.53271259e-05   1.83630762e-02   1.83630761e-03   9.18131617e-05  -3.14852311e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778000  3.83566853e+01  4.84330076e-05   9.06777123e-03   9.06777122e-04   4.53388560e-05   1.84495538e-02   1.84495537e-03   9.22455522e-05   1.47451495e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778100  3.83615296e+01  4.84549040e-05   9.07038733e-03   9.07038731e-04   4.53519367e-05   1.85316009e-02   1.85316008e-03   9.26557885e-05  -2.03830008e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778200  3.83663764e+01  4.84818054e-05   9.07327428e-03   9.07327427e-04   4.53663718e-05   1.86091952e-02   1.86091951e-03   9.30437585e-05   6.33174069e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778300  3.83712262e+01  4.85136952e-05   9.07643186e-03   9.07643185e-04   4.53821595e-05   1.86823156e-02   1.86823155e-03   9.34093585e-05  -1.74339709e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778400  3.83760794e+01  4.85505584e-05   9.07985878e-03   9.07985877e-04   4.53992943e-05   1.87509422e-02   1.87509421e-03   9.37524902e-05  -4.22405166e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778500  3.83809365e+01  4.85923816e-05   9.08355274e-03   9.08355273e-04   4.54177638e-05   1.88150564e-02   1.88150563e-03   9.40730602e-05   3.03576608e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778600  3.83857981e+01  4.86391532e-05   9.08751037e-03   9.08751035e-04   4.54375513e-05   1.88746411e-02   1.88746411e-03   9.43709835e-05   2.38090797e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778700  3.83906646e+01  4.86908629e-05   9.09172725e-03   9.09172724e-04   4.54586357e-05   1.89296805e-02   1.89296804e-03   9.46461811e-05   1.86482774e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778800  3.83955365e+01  4.87475025e-05   9.09619793e-03   9.09619791e-04   4.54809887e-05   1.89801600e-02   1.89801599e-03   9.48985802e-05   1.17093835e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   778900  3.84004143e+01  4.88090649e-05   9.10091588e-03   9.10091587e-04   4.55045787e-05   1.90260665e-02   1.90260665e-03   9.51281138e-05  -1.04083409e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779000  3.84052985e+01  4.88755451e-05   9.10587355e-03   9.10587354e-04   4.55293675e-05   1.90673884e-02   1.90673883e-03   9.53347214e-05   1.64798730e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779100  3.84101896e+01  4.89469395e-05   9.11106235e-03   9.11106234e-04   4.55553119e-05   1.91041154e-02   1.91041153e-03   9.55183548e-05  -3.03576608e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779200  3.84150881e+01  4.90232461e-05   9.11647265e-03   9.11647263e-04   4.55823635e-05   1.91362386e-02   1.91362386e-03   9.56789723e-05   4.98732999e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779300  3.84199945e+01  4.91044647e-05   9.12209381e-03   9.12209380e-04   4.56104694e-05   1.91637509e-02   1.91637508e-03   9.58165349e-05  -9.02056208e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779400  3.84249093e+01  4.91905966e-05   9.12791422e-03   9.12791421e-04   4.56395715e-05   1.91866464e-02   1.91866463e-03   9.59310129e-05   1.85615412e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779500  3.84298329e+01  4.92816451e-05   9.13392127e-03   9.13392126e-04   4.56696067e-05   1.92049210e-02   1.92049209e-03   9.60223842e-05   1.38777878e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779600  3.84347659e+01  4.93776146e-05   9.14010142e-03   9.14010141e-04   4.57005071e-05   1.92185720e-02   1.92185719e-03   9.60906364e-05   1.38777878e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779700  3.84397087e+01  4.94785118e-05   9.14644019e-03   9.14644018e-04   4.57322006e-05   1.92275984e-02   1.92275984e-03   9.61357665e-05  -8.93382590e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779800  3.84446618e+01  4.95843446e-05   9.15292222e-03   9.15292221e-04   4.57646107e-05   1.92320010e-02   1.92320009e-03   9.61577807e-05   6.07153217e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   779900  3.84496258e+01  4.96951230e-05   9.15953129e-03   9.15953128e-04   4.57976559e-05   1.92317822e-02   1.92317821e-03   9.61566867e-05  -1.07552856e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780000  3.84546011e+01  4.98108584e-05   9.16625035e-03   9.16625034e-04   4.58312510e-05   1.92269460e-02   1.92269460e-03   9.61325050e-05  -7.11236625e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780100  3.84595883e+01  4.99315642e-05   9.17306158e-03   9.17306157e-04   4.58653070e-05   1.92174986e-02   1.92174985e-03   9.60852673e-05  -4.42354486e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780200  3.84645877e+01  5.00572555e-05   9.17994641e-03   9.17994640e-04   4.58997317e-05   1.92034475e-02   1.92034475e-03   9.60150132e-05   2.48065457e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780300  3.84696000e+01  5.01879490e-05   9.18688559e-03   9.18688558e-04   4.59344282e-05   1.91848026e-02   1.91848026e-03   9.59217885e-05  -1.33573708e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780400  3.84746146e+01  5.00447407e-05   9.19384385e-03   9.19384384e-04   4.59692197e-05   1.91616315e-02   1.91616314e-03   9.58059336e-05  -1.65666092e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780500  3.84796083e+01  4.98328957e-05   9.20076811e-03   9.20076810e-04   4.60038410e-05   1.91341177e-02   1.91341177e-03   9.56683637e-05  -1.38777878e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780600  3.84845813e+01  4.96307087e-05   9.20763777e-03   9.20763776e-04   4.60381892e-05   1.91023698e-02   1.91023698e-03   9.55096236e-05   3.19189120e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780700  3.84895345e+01  4.94380354e-05   9.21443374e-03   9.21443373e-04   4.60721687e-05   1.90664909e-02   1.90664908e-03   9.53302296e-05  -1.81278603e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780800  3.84944690e+01  4.92547340e-05   9.22113736e-03   9.22113734e-04   4.61056869e-05   1.90265818e-02   1.90265818e-03   9.51306850e-05   3.04443970e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   780900  3.84993856e+01  4.90806650e-05   9.22773042e-03   9.22773041e-04   4.61386519e-05   1.89827418e-02   1.89827417e-03   9.49114831e-05   2.68882139e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   781000  3.85042853e+01  4.89156915e-05   9.23419523e-03   9.23419522e-04   4.61709756e-05   1.89350679e-02   1.89350679e-03   9.46731107e-05  -1.61329283e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
