#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
   480000  2.34712215e+01  5.08285658e-05   9.93618012e-03   9.93618011e-04   1.67830482e-11   2.53255506e-02   2.53255505e-03   1.71621606e-11   1.87350135e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480100  2.34763086e+01  5.09142728e-05   9.93535557e-03   9.93535557e-04   1.67882866e-11   2.54827574e-02   2.54827573e-03   1.71607173e-11  -1.04083409e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480200  2.34814046e+01  5.10050996e-05   9.93444566e-03   9.93444565e-04   1.67928717e-11   2.56318524e-02   2.56318524e-03   1.71467285e-11   8.32667268e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480300  2.34865099e+01  5.11010815e-05   9.93345906e-03   9.93345905e-04   1.67970979e-11   2.57727043e-02   2.57727042e-03   1.71318515e-11  -1.30104261e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480400  2.34916251e+01  5.12022560e-05   9.93240446e-03   9.93240446e-04   1.68011200e-11   2.59051833e-02   2.59051832e-03   1.71417325e-11  -3.46944695e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480500  2.34967506e+01  5.13086625e-05   9.93129056e-03   9.93129056e-04   1.68051117e-11   2.60291616e-02   2.60291616e-03   1.71691550e-11  -5.89805982e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480600  2.35018871e+01  5.14203421e-05   9.93012601e-03   9.93012601e-04   1.68088006e-11   2.61445134e-02   2.61445133e-03   1.71496151e-11  -8.67361738e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480700  2.35070350e+01  5.15373384e-05   9.92891941e-03   9.92891941e-04   1.68131339e-11   2.62511147e-02   2.62511146e-03   1.71525016e-11   4.51028104e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480800  2.35121949e+01  5.16596968e-05   9.92767928e-03   9.92767928e-04   1.68162140e-11   2.63488435e-02   2.63488434e-03   1.71568315e-11  -1.73472348e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   480900  2.35173672e+01  5.17874646e-05   9.92641403e-03   9.92641402e-04   1.68203587e-11   2.64375798e-02   2.64375797e-03   1.71563874e-11  -2.25514052e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481000  2.35225527e+01  5.19206915e-05   9.92513193e-03   9.92513192e-04   1.68246034e-11   2.65172058e-02   2.65172058e-03   1.71640480e-11  -5.55111512e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481100  2.35277500e+01  5.19699540e-05   9.92384150e-03   9.92384150e-04   1.68294504e-11   2.65875851e-02   2.65875850e-03   1.71308523e-11   9.19403442e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481200  2.35329418e+01  5.18669283e-05   9.92255517e-03   9.92255516e-04   1.68348706e-11   2.66484173e-02   2.66484172e-03   1.71282988e-11  -7.63278329e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481300  2.35381236e+01  5.17711335e-05   9.92128166e-03   9.92128166e-04   1.68380302e-11   2.66996572e-02   2.66996571e-03   1.71271886e-11  -8.67361738e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481400  2.35432961e+01  5.16824238e-05   9.92002805e-03   9.92002805e-04   1.68427462e-11   2.67413339e-02   2.67413338e-03   1.71276326e-11   6.93889390e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481500  2.35484602e+01  5.16006561e-05   9.91880096e-03   9.91880095e-04   1.68474418e-11   2.67734787e-02   2.67734786e-03   1.71268555e-11  -2.60208521e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481600  2.35536164e+01  5.15256902e-05   9.91760656e-03   9.91760656e-04   1.68517874e-11   2.67961246e-02   2.67961245e-03   1.71239689e-11  -2.42861287e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481700  2.35587655e+01  5.14573884e-05   9.91645060e-03   9.91645059e-04   1.68565599e-11   2.68093068e-02   2.68093067e-03   1.71177517e-11   2.77555756e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481800  2.35639080e+01  5.13956159e-05   9.91533836e-03   9.91533835e-04   1.68599910e-11   2.68130621e-02   2.68130621e-03   1.71261894e-11   1.73472348e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   481900  2.35690448e+01  5.13402403e-05   9.91427469e-03   9.91427468e-04   1.68641589e-11   2.68074297e-02   2.68074296e-03   1.71115344e-11  -2.60208521e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482000  2.35741763e+01  5.12911318e-05   9.91326397e-03   9.91326397e-04   1.68690074e-11   2.67924504e-02   2.67924503e-03   1.71141989e-11   1.59594560e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482100  2.35793031e+01  5.12481631e-05   9.91231016e-03   9.91231016e-04   1.68725289e-11   2.67681672e-02   2.67681671e-03   1.71674897e-11   1.24900090e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482200  2.35844260e+01  5.12112094e-05   9.91141676e-03   9.91141676e-04   1.68749561e-11   2.67346253e-02   2.67346252e-03   1.71553882e-11   9.54097912e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482300  2.35895455e+01  5.11801480e-05   9.91058683e-03   9.91058682e-04   1.68787893e-11   2.66918717e-02   2.66918716e-03   1.71497261e-11   0.00000000e+00   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482400  2.35946622e+01  5.11548590e-05   9.90982298e-03   9.90982297e-04   1.68835726e-11   2.66399559e-02   2.66399558e-03   1.71688219e-11   1.16226473e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482500  2.35997767e+01  5.11352243e-05   9.90912740e-03   9.90912740e-04   1.68867983e-11   2.65789293e-02   2.65789292e-03   1.72339920e-11   1.38777878e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482600  2.36048895e+01  5.11211284e-05   9.90850186e-03   9.90850185e-04   1.68915170e-11   2.65088458e-02   2.65088458e-03   1.72718506e-11   8.32667268e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482700  2.36100011e+01  5.11124580e-05   9.90794768e-03   9.90794767e-04   1.68946958e-11   2.64297616e-02   2.64297615e-03   1.72274417e-11  -4.68375339e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482800  2.36151121e+01  5.11091018e-05   9.90746578e-03   9.90746578e-04   1.68994563e-11   2.63417352e-02   2.63417351e-03   1.72097891e-11  -1.56125113e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   482900  2.36202231e+01  5.11109508e-05   9.90705668e-03   9.90705667e-04   1.69031763e-11   2.62448276e-02   2.62448275e-03   1.72015735e-11   6.24500451e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483000  2.36253345e+01  5.11178980e-05   9.90672049e-03   9.90672048e-04   1.69068527e-11   2.61391024e-02   2.61391024e-03   1.72164505e-11  -5.03069808e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483100  2.36304468e+01  5.11298386e-05   9.90645692e-03   9.90645692e-04   1.69113204e-11   2.60246258e-02   2.60246257e-03   1.71950232e-11   7.11236625e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483200  2.36355606e+01  5.11466699e-05   9.90626534e-03   9.90626534e-04   1.69149135e-11   2.59014666e-02   2.59014665e-03   1.72206693e-11   7.97972799e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483300  2.36406763e+01  5.11682911e-05   9.90614472e-03   9.90614471e-04   1.69199201e-11   2.57696964e-02   2.57696963e-03   1.72073467e-11   5.03069808e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483400  2.36457945e+01  5.11946036e-05   9.90609367e-03   9.90609366e-04   1.69233657e-11   2.56293896e-02   2.56293895e-03   1.71943570e-11   6.07153217e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483500  2.36509154e+01  5.12255106e-05   9.90611048e-03   9.90611048e-04   1.69275593e-11   2.54806236e-02   2.54806236e-03   1.72107884e-11  -1.26634814e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483600  2.36560397e+01  5.12609175e-05   9.90619310e-03   9.90619310e-04   1.69305767e-11   2.53234788e-02   2.53234787e-03   1.72214465e-11  -4.85722573e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483700  2.36611678e+01  5.13007317e-05   9.90633917e-03   9.90633917e-04   1.69340484e-11   2.51580385e-02   2.51580384e-03   1.72314385e-11   2.77555756e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483800  2.36663001e+01  5.13448625e-05   9.90654603e-03   9.90654602e-04   1.69376863e-11   2.49843893e-02   2.49843892e-03   1.71994641e-11   9.19403442e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   483900  2.36714370e+01  5.13932211e-05   9.90681071e-03   9.90681070e-04   1.69412332e-11   2.48026208e-02   2.48026207e-03   1.71899162e-11  -1.35308431e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484000  2.36765789e+01  5.14457209e-05   9.90713001e-03   9.90713000e-04   1.69453385e-11   2.46128261e-02   2.46128260e-03   1.71934689e-11  -5.55111512e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484100  2.36817263e+01  5.15022772e-05   9.90750045e-03   9.90750044e-04   1.69500330e-11   2.44151015e-02   2.44151014e-03   1.72233339e-11   3.46944695e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484200  2.36868796e+01  5.15628072e-05   9.90791831e-03   9.90791831e-04   1.69538963e-11   2.42095469e-02   2.42095468e-03   1.72767356e-11   2.42861287e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484300  2.36920391e+01  5.16272303e-05   9.90837968e-03   9.90837968e-04   1.69577427e-11   2.39962654e-02   2.39962653e-03   1.72777348e-11  -4.33680869e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484400  2.36972052e+01  5.16954679e-05   9.90888042e-03   9.90888042e-04   1.69612972e-11   2.37753638e-02   2.37753638e-03   1.72628578e-11   0.00000000e+00   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484500  2.37023783e+01  5.17674432e-05   9.90941621e-03   9.90941620e-04   1.69651895e-11   2.35469527e-02   2.35469526e-03   1.72916126e-11  -1.73472348e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484600  2.37075589e+01  5.18430818e-05   9.90998257e-03   9.90998256e-04   1.69687401e-11   2.33111459e-02   2.33111458e-03   1.73214776e-11   0.00000000e+00   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484700  2.37127472e+01  5.19223112e-05   9.91057485e-03   9.91057485e-04   1.69725842e-11   2.30680613e-02   2.30680612e-03   1.73268067e-11   9.36750677e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484800  2.37179435e+01  5.20050609e-05   9.91118831e-03   9.91118830e-04   1.69765455e-11   2.28178203e-02   2.28178202e-03   1.73343562e-11   6.59194921e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   484900  2.37231484e+01  5.20912629e-05   9.91181804e-03   9.91181804e-04   1.69806480e-11   2.25605484e-02   2.25605483e-03   1.73133730e-11   1.35308431e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485000  2.37283620e+01  5.21808510e-05   9.91245908e-03   9.91245908e-04   1.69835749e-11   2.24551468e-02   2.24551467e-03   1.73485670e-11  -8.67361738e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485100  2.37335847e+01  5.22737614e-05   9.91310637e-03   9.91310637e-04   1.69865307e-11   2.28104249e-02   2.28104248e-03   1.73233650e-11   2.77555756e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485200  2.37388170e+01  5.23699326e-05   9.91375478e-03   9.91375478e-04   1.69913575e-11   2.31578321e-02   2.31578320e-03   1.73252523e-11   1.16226473e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485300  2.37440567e+01  5.23780630e-05   9.91439887e-03   9.91439886e-04   1.69960057e-11   2.34969525e-02   2.34969525e-03   1.73393522e-11   9.36750677e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485400  2.37492902e+01  5.22947303e-05   9.91503177e-03   9.91503177e-04   1.69993444e-11   2.38266630e-02   2.38266629e-03   1.73204784e-11  -6.59194921e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485500  2.37545156e+01  5.22149941e-05   9.91564820e-03   9.91564819e-04   1.70040457e-11   2.41466430e-02   2.41466429e-03   1.72971637e-11   6.93889390e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485600  2.37597333e+01  5.21389217e-05   9.91624322e-03   9.91624321e-04   1.70082576e-11   2.44567351e-02   2.44567350e-03   1.73019377e-11  -5.55111512e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485700  2.37649435e+01  5.20665824e-05   9.91681205e-03   9.91681205e-04   1.70125863e-11   2.47567884e-02   2.47567884e-03   1.72818426e-11  -1.02348685e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485800  2.37701466e+01  5.19980479e-05   9.91735002e-03   9.91735002e-04   1.70166307e-11   2.50466595e-02   2.50466594e-03   1.72786230e-11   7.63278329e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   485900  2.37753431e+01  5.19333916e-05   9.91785260e-03   9.91785260e-04   1.70202048e-11   2.53262114e-02   2.53262113e-03   1.72626358e-11   1.33573708e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486000  2.37805334e+01  5.18726890e-05   9.91831539e-03   9.91831539e-04   1.70237869e-11   2.55953144e-02   2.55953144e-03   1.72429848e-11  -2.25514052e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486100  2.37857178e+01  5.18160176e-05   9.91873413e-03   9.91873413e-04   1.70281979e-11   2.58538455e-02   2.58538454e-03   1.72470926e-11   5.03069808e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486200  2.37908967e+01  5.17634568e-05   9.91910472e-03   9.91910472e-04   1.70327191e-11   2.61016885e-02   2.61016884e-03   1.72947212e-11  -7.11236625e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486300  2.37960705e+01  5.17150879e-05   9.91942319e-03   9.91942319e-04   1.70371202e-11   2.63387339e-02   2.63387339e-03   1.73286940e-11  -1.56125113e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486400  2.38012398e+01  5.16709940e-05   9.91968572e-03   9.91968572e-04   1.70413515e-11   2.65648791e-02   2.65648790e-03   1.73474568e-11   9.02056208e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486500  2.38064048e+01  5.16312603e-05   9.91988864e-03   9.91988863e-04   1.70445829e-11   2.67800278e-02   2.67800278e-03   1.73303594e-11  -6.93889390e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486600  2.38115661e+01  5.15959738e-05   9.92002841e-03   9.92002840e-04   1.70482544e-11   2.69840907e-02   2.69840906e-03   1.73185910e-11   3.81639165e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486700  2.38167242e+01  5.15652232e-05   9.92010163e-03   9.92010163e-04   1.70520646e-11   2.71769845e-02   2.71769844e-03   1.73285830e-11   3.90312782e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486800  2.38218793e+01  5.15390993e-05   9.92010505e-03   9.92010504e-04   1.70563693e-11   2.73586327e-02   2.73586327e-03   1.73863146e-11  -5.46437895e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   486900  2.38270321e+01  5.15176946e-05   9.92003551e-03   9.92003551e-04   1.70609315e-11   2.75289651e-02   2.75289651e-03   1.73869807e-11   1.75207071e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487000  2.38321830e+01  5.15011036e-05   9.91989001e-03   9.91989001e-04   1.70656823e-11   2.76879178e-02   2.76879177e-03   1.74151804e-11  -9.71445147e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487100  2.38373325e+01  5.14894227e-05   9.91966563e-03   9.91966563e-04   1.70691401e-11   2.78354329e-02   2.78354328e-03   1.73936421e-11   1.56992475e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487200  2.38424810e+01  5.14827502e-05   9.91935957e-03   9.91935957e-04   1.70724605e-11   2.79714589e-02   2.79714588e-03   1.73934200e-11  -1.62196645e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487300  2.38476292e+01  5.14811861e-05   9.91896912e-03   9.91896912e-04   1.70773433e-11   2.80959503e-02   2.80959502e-03   1.73716597e-11   1.38777878e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487400  2.38527775e+01  5.14848327e-05   9.91849165e-03   9.91849164e-04   1.70810951e-11   2.82088678e-02   2.82088677e-03   1.73879799e-11  -6.15826834e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487500  2.38579263e+01  5.14937940e-05   9.91792461e-03   9.91792460e-04   1.70849724e-11   2.83101778e-02   2.83101777e-03   1.73799863e-11   1.53523028e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487600  2.38630764e+01  5.15081760e-05   9.91726551e-03   9.91726550e-04   1.70896298e-11   2.83998528e-02   2.83998527e-03   1.73688841e-11   8.15320034e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487700  2.38682282e+01  5.15280868e-05   9.91651191e-03   9.91651190e-04   1.70952644e-11   2.84778712e-02   2.84778711e-03   1.73656645e-11   6.76542156e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487800  2.38733822e+01  5.15536366e-05   9.91566142e-03   9.91566142e-04   1.71004477e-11   2.85442170e-02   2.85442169e-03   1.73636661e-11  -3.46944695e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   487900  2.38785391e+01  5.15849376e-05   9.91471168e-03   9.91471167e-04   1.71048666e-11   2.85988802e-02   2.85988801e-03   1.73904224e-11   1.66533454e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   488000  2.38836995e+01  5.16221040e-05   9.91366033e-03   9.91366033e-04   1.71088139e-11   2.86418565e-02   2.86418565e-03   1.73756565e-11  -1.04083409e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   488100  2.38888638e+01  5.16652523e-05   9.91250505e-03   9.91250504e-04   1.71129286e-11   2.86731474e-02   2.86731473e-03   1.74105175e-11  -2.68882139e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   488200  2.38940328e+01  5.17145013e-05   9.91124347e-03   9.91124346e-04   1.71169103e-11   2.86927599e-02   2.86927598e-03   1.73949743e-11   3.90312782e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   488300  2.38992070e+01  5.17699718e-05   9.90987324e-03   9.90987323e-04   1.71205828e-11   2.87007069e-02   2.87007068e-03   1.74101844e-11   1.47451495e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
